content,score,label,clean
"gak jelas soal estimasi waktu,saya pesan meja lipat dari tgl 4 perjanjian sampe tgl 11-12,pas udah tgl 12 estimasi di ubah ke 13-14 ini namanya penipuan waktu pengiriman ini merugikan banget",1,negatif,gak jelas soal estimasi waktusaya pesan meja lipat tgl  perjanjian sampe tgl pas udah tgl  estimasi ubah  namanya penipuan waktu pengiriman merugikan banget
scam,1,negatif,scam
belanja di shopee sangat mudah dan pengirimannya juga sesuai estimasi,5,positif,belanja shopee sangat mudah pengirimannya sesuai estimasi
fomo aj sih,1,negatif,fomo aj sih
jelek,1,negatif,jelek
"iklan lu bacot, gua Uda download Masi bacot. muncul dimana mana, ganggu bgt pepek",1,negatif,iklan lu bacot gua uda download masi bacot muncul mana ganggu bgt pepek
"Awalnya saya kasih bintang 4, tapi sekarang saya kasih bintang 1. Please, iklannya ganggu banget, susah di skip, terlebih iklan shopee muncul di beberapa platform, menyulitkan pengerjaan tugas.",1,negatif,awalnya kasih bintang  sekarang kasih bintang  please iklannya ganggu banget susah skip terlebih iklan shopee muncul beberapa platform menyulitkan pengerjaan tugas
jelek🤤🤤👎👎👎👎🤙,1,negatif,jelek
#sellsingapore !!!,1,negatif,sellsingapore 
mantap,5,positif,mantap
"lemot mahal sekarang, mending ke app T**-T**",1,negatif,lemot mahal sekarang mending app tt
ngebug mulu.,1,negatif,ngebug mulu
jelek ga sesuai,1,negatif,jelek ga sesuai
apk sampah,1,negatif,apk sampah
"Pelayanan masih kurang, banyak problem dan minesnya",1,negatif,pelayanan kurang banyak problem minesnya
dihh bgt nih aplikasi ogah gue ngasih b5 hus hus,1,negatif,dihh bgt nih aplikasi ogah gue ngasih b hus hus
lambat bangt pengiriman nya padahal udah pake yang express,1,negatif,lambat bangt pengiriman nya padahal udah pake express
jelek,1,negatif,jelek
"najis bgt, sell singapore!!",1,negatif,najis bgt sell singapore
sanggat buruk,1,negatif,sanggat buruk
Jelek aplikasi nya.,1,negatif,jelek aplikasi nya
jelek lelet buruk,1,negatif,jelek lelet buruk
no good,1,negatif,no good
bagus dan byk diskon dan voucher,5,positif,bagus byk diskon voucher
iklan kebanyakan,1,negatif,iklan kebanyakan
"saat membuka web sering tiba"" mental ke aplikasi Shopee tanpa ssbab, dan sangat mengganggu",1,negatif,membuka web sering tiba mental aplikasi shopee ssbab sangat mengganggu
jelek,1,negatif,jelek
Baik,5,positif,baik
"Ongkir Mahal, lama sampainya",1,negatif,ongkir mahal lama sampainya
kalo return barang lama selalu di undur undur waktu nya dan pelayanan tidak maximal,1,negatif,kalo return barang lama selalu undur undur waktu nya pelayanan maximal
"kok kalo lama kita pake shopee, kadang gak bisa COD. knp yh?",4,positif,kok kalo lama pake shopee kadang gak cod knp yh
aplikasi bohong saya sudah di tipuu,1,negatif,aplikasi bohong sudah tipuu
aplikasi aneh saya pesan celana warna pink yang datang celana ibu ibu warna hijau#sellsingapura,1,negatif,aplikasi aneh pesan celana warna pink datang celana ibu ibu warna hijausellsingapura
sell sigap ini demi Indonesia biar rupiah menguat,1,negatif,sell sigap demi indonesia biar rupiah menguat
ga bagus,1,negatif,ga bagus
Banyak iklan nya ganggu banget,1,negatif,banyak iklan nya ganggu banget
parah gw mau ngedit video di capcut aja kena iklan shopee emang aplikasi tukang ngiklan jelek sampah gk guna mending hapus aja lah jembod,1,negatif,parah gw mau ngedit video capcut aja kena iklan shopee emang aplikasi tukang ngiklan jelek sampah gk mending hapus aja lah jembod
APK TIDAK PANTAS #BOIKOTSHOPEE,1,negatif,apk pantas boikotshopee
apk jelek,1,negatif,apk jelek
jelek,1,negatif,jelek
buruk,1,negatif,buruk
"aplikasi apaan ini kok gada video porno nya, karena ga ada saya rating 1 bintang, saya kira ada video itu nya ternyata ngga, huhhh",1,negatif,aplikasi apaan kok gada video porno nya ga rating  bintang saya kira video nya ternyata ngga huhhh
jelekkkkkk luuuuuu,1,negatif,jelekkkkkk luuuuuu
jelek bngt ihhh ga sukaa dehhh,1,negatif,jelek bngt ihhh ga sukaa dehhh
sell Singapore buy indonesia,1,negatif,sell singapore buy indonesia
SELL INDONESIA,1,negatif,sell indonesia
iklannya maksa bgt buat ke aplikasinya,1,negatif,iklannya maksa bgt buat aplikasinya
"bisa di bilang aplikasi pemalak, yg harusnya ongkirnya normal terus saya cek2 lgi untuk pengiriman berdasarkan waktu hemat tidak nya, tiba2 ongkir nya naik jdi lebih mahal",1,negatif,di bilang aplikasi pemalak yg harusnya ongkirnya normal terus cek lgi pengiriman berdasarkan waktu hemat nya tiba ongkir nya naik jdi lebih mahal
banyak iklan ga guna,1,negatif,banyak iklan ga
gak suka banget sama aplikasi belanja ini ngeleg terus mana Ongkirnya ga ngoyak lagi #sellSingapore,1,negatif,gak suka banget sama aplikasi belanja ngeleg terus mana ongkirnya ga ngoyak sellsingapore
aplikasi tidak bermutu 🤮🤮,1,negatif,aplikasi bermutu 
"Kapok pake Shopee. Pelayanan PALING BURUK. 1. Penjual kirim barang kurang, Shopee lepas tangan. 2. Laporan saya ditutup sepihak sama CS tanpa konfirmasi. 3. Dana Rp60.300 ditahan gak masuk-masuk rekening. 4. Sistem bikin pembeli rugi waktu & tenaga. Gak ada itikad baik ganti rugi. Cuma template ""maaf kak"". Buat yang mau belanja: SIAP-SIAP KECEWA. UPDATE 26 Juni 13:09: SELLER NAKEY STORE NGAKU ""DANA RETUR UDAH MASUK SEMUA"" padahal ZONK. NGAKU ""RUGI"" padahal kirim barang kurang.",1,negatif,kapok pake shopee pelayanan paling buruk  penjual kirim barang kurang shopee lepas tangan  laporan ditutup sepihak sama cs konfirmasi  dana rp ditahan gak masukmasuk rekening  sistem bikin pembeli rugi waktu  tenaga gak itikad baik ganti rugi cuma template maaf kak buat mau belanja siapsiap kecewa update  juni  seller nakey store ngaku dana retur udah masuk semua padahal zonk ngaku rugi padahal kirim barang kurang
singapur jahat 🥺,1,negatif,singapur jahat 
kadang lama dateng nya anjir,1,negatif,kadang lama dateng nya anjir
apk ini membuat Indonesia hancur uninstall sekarang ges,1,negatif,apk membuat indonesia hancur uninstall sekarang ges
"ga menarik, sell singapore",1,negatif,ga menarik sell singapore
mesen kompor yg datang sempak piraun,1,negatif,mesen kompor yg datang sempak piraun
jelekk masa beli baju datang nya kutang emak emak #sell singapura,1,negatif,jelekk masa beli baju datang nya kutang emak emak sell singapura
"makin kesini aturannya makin ngaur, potongan semakin besar",1,negatif,makin kesini aturannya makin ngaur potongan semakin besar
🇮🇩🔥,1,negatif,
"boikot Shopee, cintai produk lokal",1,negatif,boikot shopee cintai produk lokal
ga ada gacoan,1,negatif,ga gacoan
tidak guna,1,negatif,guna
#AKAN SAYA LAWAN!!!,1,negatif,saya lawan
mksih,5,positif,mksih
memuaskan,5,positif,memuaskan
cringe,1,negatif,cringe
aplikasi bobrokkkk,1,negatif,aplikasi bobrokkkk
"aplikasi haram, idr naik gara gara singapura",1,negatif,aplikasi haram idr naik gara gara singapura
tolong jangan banyak iklan,5,positif,jangan banyak iklan
pesan LCD bagus baru pemakaian 2 hari rusak kembali hadeuhh barang gak bagus selalu mau untung demi kepentingan pribadi #sellsingapura,1,negatif,pesan lcd bagus baru pemakaian  hari rusak hadeuhh barang gak bagus selalu mau untung kepentingan pribadi sellsingapura
MAU PINDAH KE TOKOPEDIA AJA!,1,negatif,mau pindah tokopedia aja
aplikasi tidak aman,1,negatif,aplikasi aman
jelek,1,negatif,jelek
banyak iklan jangan download nanti nyesel gak ada guna banyak penipuan,1,negatif,banyak iklan jangan download nyesel gak guna banyak penipuan
bagus bangettt,5,positif,bagus bangettt
ongkirnya kemahalan,1,negatif,ongkirnya kemahalan
"bunga nya terlalu besar,untung udah hapus akun Shopee nya. gak guna",1,negatif,bunga nya terlalu besaruntung udah hapus akun shopee nya gak
"kacau, akun saya tiba2 f02 padahal gapernah ngelanggar apapun itu selalu normal penjualan tidak ada fake order ataupun penyalahgunaan promosi, saldo ketahan 200k dan gabisa login lapor cs lama banget dan ujung2nya angus berasa discam banget ama shopee, difitnah terus seller!!!",1,negatif,kacau akun tiba f padahal gapernah ngelanggar apapun selalu normal penjualan ada fake order ataupun penyalahgunaan promosi saldo ketahan k gabisa login lapor cs lama banget ujungnya angus berasa discam banget ama shopee difitnah terus seller
buatan Singapure jelek #sellsingapure,1,negatif,buatan singapure jelek sellsingapure
Pengiriman lambat.. dan apk berasal dari singapore.,1,negatif,pengiriman lambat apk berasal singapore
ga worth it mana adminnya mahal banget,1,negatif,ga worth it mana adminnya mahal banget
APLIKASI SAMPAH,1,negatif,aplikasi sampah
jelek ah,1,negatif,jelek ah
sangat jelek,1,negatif,sangat jelek
burik,1,negatif,burik
uelekkkk...,1,negatif,uelekkkk
apk gj,1,negatif,apk gj
"beli baju yang datang celana bekas,kurir TDK ramah",1,negatif,beli baju datang celana bekaskurir tdk ramah
barang lama dan uang ongkir mahal,1,negatif,barang lama uang ongkir mahal
kesel banget tiap buka aplikasi shopee langsung dialihkan ke Toko Rekomendasi. Parah ganggu banget!,1,negatif,kesel banget tiap buka aplikasi shopee langsung dialihkan toko rekomendasi parah ganggu banget
jelek,1,negatif,jelek
"SHOPE PRIORITAS Sangat tidak recomend,, expedisi instan sama aja kyk reguler.. Kurir gmau pick up dan pengiriman tertunda,, Seller slow respon juga",1,negatif,shope prioritas sangat recomend expedisi instan sama aja kyk reguler kurir gmau pick up pengiriman tertunda seller slow respon
JANGAN PERNAH HINA INDONESIA,1,negatif,jangan pernah hina indonesia
"kalo bikin iklan yg bener lah, masa lagi nugas tiba"" iklan terus masuk apknya, tugas gw kerjain 1jam ilang anj, kalo bikin yg ngotak",1,negatif,kalo bikin iklan yg bener lah masa nugas tiba iklan terus masuk apknya tugas gw kerjain jam ilang anj kalo bikin yg ngotak
"Suka dengan aplikasi Shopee,belanja Online paling mudah.",5,positif,suka aplikasi shopeebelanja online paling mudah
aplikasi jelek,1,negatif,aplikasi jelek
"toko amanah,,,,",5,positif,toko amanah
buruk😋🤢🤮👎🏻👎🏻👎🏻,1,negatif,buruk
kalau bisa minus ini parah bgt,1,negatif,kalau minus parah bgt
kurang epektiv belanja poto dan pidio tidak sesuai mana terlalu lelet buka apelilasi nyaleg iklan terlalu banyak sangat kurang puas,1,negatif,kurang epektiv belanja poto pidio sesuai mana terlalu lelet buka apelilasi nyaleg iklan terlalu banyak sangat kurang puas
setiap buka apk laen pasti muncul ni iklan shope smpe muakk,1,negatif,buka apk laen muncul ni iklan shope smpe muakk
"tolong iklan nya jngan lngsung maksa msuk ke apk karna itu sngat sangat mengganggu aktivitas digital, mana bnyak lagi iklan nya kek iklan to"" aj",1,negatif,iklan nya jngan lngsung maksa msuk apk karna sngat sangat mengganggu aktivitas digital mana bnyak iklan nya kek iklan to aj
jelek,1,negatif,jelek
tidak baguss terlalu banyak iklan,1,negatif,baguss terlalu banyak iklan
sorry gw jahat ga bisa ksih bintang 5,1,negatif,sorry gw jahat ga ksih bintang 
jelek,1,negatif,jelek
nahan saldo orang seenak jidat bikin pengaduan udh 3hari gak ada hasil . sekelas shopee loh ini gaje bgt,1,negatif,nahan saldo orang seenak jidat bikin pengaduan udh hari gak hasil  sekelas shopee loh gaje bgt
iklannya ganggu bngt.,1,negatif,iklannya ganggu bngt
gatauu jelek aja awokawok,1,negatif,gatauu jelek aja awokawok
b aj,1,negatif,b aj
aplikasi ini sangat jelek pesan paket ada 100 hari 1 paket,1,negatif,aplikasi sangat jelek pesan paket  hari  paket
ini tukang paketnya gimana sii jir? masa ganerima uang sobek dikit malahan ga keliatan cok gasuka walaupun pada murah barang² nya.,1,negatif,tukang paketnya gimana sii jir masa ganerima uang sobek dikit malahan ga keliatan cok gasuka walaupun murah barang nya
jelek bangget anjay,1,negatif,jelek bangget anjay
pelayanan buruk,1,negatif,pelayanan buruk
"gatau, intinya gk sesuai",1,negatif,gatau intinya gk sesuai
#sell singapura negara gak punya apa apa kok macem macem sama Indonesia 🤬,1,negatif,sell singapura negara gak punya apa apa kok macem macem sama indonesia 
"Tolong lah upload vidio affiliat dipermudah, sering banget stuck dan gagal, padahal sinyal bagus",2,negatif,lah upload vidio affiliat dipermudah sering banget stuck gagal padahal sinyal bagus
"aplikasi butut, kebanyakan iklan sana sini, buat risih, isinya bug lagi",1,negatif,aplikasi butut kebanyakan iklan sana sini buat risih isinya bug
lama datengnya,1,negatif,lama datengnya
saya emang suka belanja di shopee tp Krn ongkirnya mahal dan pengirimannya lama jadi ntuk sementara saya kasih bintang segitu dulu maunya kalo nggak bisa melayani jangan menerima pesanan dulu harusnya gitu,3,netral,emang suka belanja shopee tp krn ongkirnya mahal pengirimannya lama jadi ntuk saya kasih bintang segitu dulu maunya kalo bisa melayani jangan menerima pesanan dulu harusnya gitu
Sell Singapore Support produk lokal,1,negatif,sell singapore support produk lokal
kapok pake aplikasi ini,1,negatif,kapok pake aplikasi
"yang di pesan meja ,yang datang kursi lain emang shopee",1,negatif,di pesan meja datang kursi emang shopee
Pelayanan yang diberikan sangat buruk,1,negatif,pelayanan diberikan sangat buruk
"kebanyakan bug keluar keluar sendiri, not recomend deh",1,negatif,kebanyakan bug keluar keluar sendiri not recomend deh
aplks ini kurang bagus,1,negatif,aplks kurang bagus
sell Singapore!!!,1,negatif,sell singapore
kacau,5,positif,kacau
"akhir akhir ini pengiriman nya bisa sampai seminggu, dan sekarang fitur klik pesenan selsai nya hilang",1,negatif,akhir akhir pengiriman nya sampai seminggu sekarang fitur klik pesenan selsai nya hilang
Shope suka eror,1,negatif,shope suka eror
"banyak banget iklan shoope muncul di beranda, dan setiap salah pencet pasti selalu masuk di aplikasi shoppe.",1,negatif,banyak banget iklan shoope muncul beranda setiap salah pencet selalu masuk aplikasi shoppe
aplikasi gak guna,1,negatif,aplikasi gak
kalo bikin iklan minimal bikin yang besar tombol x nya kaga bisa di pencet paok,1,negatif,kalo bikin iklan minimal bikin besar tombol x nya kaga di pencet paok
Apk bobrok lambat sampai nya,1,negatif,apk bobrok lambat nya
"sangat buruk,tidak suka dan tidak amanah",1,negatif,sangat buruktidak suka tidak amanah
kecewa berat harga iphone 17 promax begitu mahal saya ta punya uanglah,1,negatif,kecewa berat harga iphone  promax mahal ta punya uanglah
so far bagus layanannya,5,positif,so far bagus layanannya
sellsingapure!!!,1,negatif,sellsingapure
jualekk bgtttt aaaaaa,1,negatif,jualekk bgtttt aaaaaa
"Makin lama makin jelek shopee. Dlu ok gampang pengembalian barang klonga sesuai. Masa pengembalian barang Krn ukuran sepatu salah malah ditolak. Penjual pun sama sekali ga balas chat. pihak shopee jg sama sekali ga ngajak diskusi atau minta bukti tambahan. Langsung menolak dg alasan bukti kurang valid. foto resi, foto produk foto chat sdh disertakan. video unboxing pun ada. bukti apalagi yg kurang sama sekali ga diinfo. sisa 2 pesanan lg yg blm sampai. stlh sampai auto uninstall Krn merugikan",1,negatif,makin lama makin jelek shopee dlu gampang pengembalian barang klonga sesuai masa pengembalian barang krn ukuran sepatu salah malah ditolak penjual sama sekali ga balas chat pihak shopee jg sama sekali ga ngajak diskusi minta bukti tambahan langsung menolak dg alasan bukti kurang valid foto resi foto produk foto chat sdh disertakan video unboxing ada bukti yg kurang sama sekali ga diinfo sisa  pesanan lg yg blm stlh auto uninstall krn merugikan
"sampah,gw beli balon pas di uka malah kondom",1,negatif,sampahgw beli balon pas uka malah kondom
aplikasi lemot dan tidak responsif,1,negatif,aplikasi lemot tidak responsif
iklan mulu,1,negatif,iklan mulu
iuw,1,negatif,iuw
"mahal, apa apa mahal bgt sekarang, adminnya gila gilaan",1,negatif,mahal apa apa mahal bgt sekarang adminnya gila gilaan
"iklan aplikasi ini ada dimana mana, tolong kurangkan, jelek banget iklannya.",1,negatif,iklan aplikasi ada mana kurangkan jelek banget iklannya
apk gblk,1,negatif,apk gblk
"telat bayar 2 hari aja 24 jam nelpon GK berhenti..sangat menggangu..udh dbyr full, eh GK BS digunain LG buat pembayaran..KLO takut GK ush kasih hutangan..",1,negatif,telat bayar  hari aja  jam nelpon gk berhentisangat mengganguudh dbyr full eh gk bs digunain lg buat pembayaranklo takut gk ush kasih hutangan
jelek,1,negatif,jelek
jelek,1,negatif,jelek
jelek banget lama datangnya aplikasi apa ini pas pesen totalnya 75rb pas Dateng 80rb lawan,1,negatif,jelek banget lama datangnya aplikasi apa pas pesen totalnya rb pas dateng rb lawan
akan saya lawan😹,1,negatif,saya lawan
mantap,4,positif,mantap
jelek iklan lo noh sampah,1,negatif,jelek iklan lo noh sampah
sangat buruk,1,negatif,sangat buruk
sangat memuaskan,5,positif,sangat memuaskan
boikot,1,negatif,boikot
kurang jelas apk ni,1,negatif,kurang jelas apk ni
banya barang palsu,1,negatif,banya barang palsu
mau pindah ke tokopedia ajhaa,1,negatif,mau pindah tokopedia ajhaa
mantap,5,positif,mantap
kenapa etalase shopee sering hilang sendiri padahal produk gak diblokir/sedang ditinjau?,1,negatif,etalase shopee sering hilang sendiri padahal produk gak diblokirsedang ditinjau
lama kali pengirimannya. kenapa ya?,1,negatif,lama kali pengirimannya ya
pengiriman nya lama bet,1,negatif,pengiriman nya lama bet
"g suka, pengirimannya lama banget g ngotak",1,negatif,g suka pengirimannya lama banget g ngotak
banyak iklan,1,negatif,banyak iklan
cuihh,1,negatif,cuihh
Ora mutu blas... mahal,1,negatif,ora mutu blas mahal
aplikasi apa ini gua pesan paket lama amat sampenya mending aplikasih tokopedia lebih cepat.saya kasih bintang1,1,negatif,aplikasi apa gua pesan paket lama sampenya mending aplikasih tokopedia lebih cepatsaya kasih bintang
aplikasi sampah,1,negatif,aplikasi sampah
"iklannya ganggu, gw lagi nonton dracin nih!!! ganggu aja deh iklannya",1,negatif,iklannya ganggu gw nonton dracin nih ganggu aja deh iklannya
"sell shopee,,,byk penipuan brang jelek",1,negatif,sell shopeebyk penipuan brang jelek
